,Champion**Item,picks
10550,Skarner**Hearthbound Axe,6
10551,Nautilus**Blasting Wand,6
10552,Renekton**Dead Man's Plate,6
10553,Hecarim**Dagger,6
10554,Neeko**Mortal Reminder,6
10555,Warwick**Serpent's Fang,6
10556,Cassiopeia**Ornn upgraded item,1
10557,Gnar**B. F. Sword,6
10558,Ekko**Targon's Buckler,6
10559,Cassiopeia**Spectre's Cowl,6
10560,Akali**Quicksilver Sash,6
10561,Ziggs**Berserker's Greaves,6
10562,Soraka**Seraph's Embrace,6
10563,Sion**Stridebreaker,6
10564,Akali**Sapphire Crystal,6
10565,Yuumi**Vampiric Scepter,6
10566,Ryze**Quicksilver Sash,6
10567,Kassadin**Mobility Boots,6
10568,MonkeyKing**Cloak of Agility,6
10569,Zed**Glacial Buckler,6
10570,Singed**Aegis of the Legion,6
10571,TwistedFate**Winged Moonplate,6
10572,Shaco**Serylda's Grudge,6
10573,Aatrox**Hearthbound Axe,6
10574,Swain**Verdant Barrier,6
10575,Vi**Health Potion,6
10576,Ezreal**Black Cleaver,6
10577,Sion**Umbral Glaive,6
10578,Kassadin**Abyssal Mask,6
10579,Nasus**Locket of the Iron Solari,6
10580,LeeSin**Cloak of Agility,6
10581,Ezreal**Infinity Edge,6
10582,Heimerdinger**Perfectly Timed Stopwatch,6
10583,Pantheon**Aegis of the Legion,6
10584,DrMundo**Broken Stopwatch,3
10585,MonkeyKing**Hullbreaker,6
10586,Karthus**Plated Steelcaps,6
10587,Riven**Slightly Magical Footwear,6
10588,Orianna**Imperial Mandate,6
10589,Gangplank**Stormrazor,6
10590,Warwick**Gargoyle Stoneplate,6
10591,Chogath**Rejuvenation Bead,6
10592,TahmKench**Sheen,6
10593,Nautilus**Doran's Ring,6
10594,Akshan**Maw of Malmortius,6
10595,Ashe**Trinity Force,6
10596,Nunu**Executioner's Calling,6
10597,Zac**Perfectly Timed Stopwatch,6
10598,Galio**Perfectly Timed Stopwatch,6
10599,Karthus**Perfectly Timed Stopwatch,6
10600,Diana**Everfrost,6
10601,Zilean**Shadowflame,6
10602,Varus**Shadowflame,6
10603,Taric**Perfectly Timed Stopwatch,6
10604,Viego**Gargoyle Stoneplate,6
10605,Irelia**Nashor's Tooth,6
10606,MissFortune**Blade of The Ruined King,6
10607,Jax**Dead Man's Plate,6
10608,Nidalee**Long Sword,6
10609,Warwick**Rejuvenation Bead,6
10610,Blitzcrank**Gargoyle Stoneplate,6
10611,Kayle**Total Biscuit of Everlasting Will,6
10612,Aatrox**Vampiric Scepter,6
10613,Rammus**Doran's Shield,6
10614,Sona**Lost Chapter,6
10615,Kaisa**Glacial Buckler,6
10616,Rell**Fiendish Codex,6
10617,Nami**Anathema's Chains,6
10618,Yorick**Slightly Magical Footwear,6
10619,Poppy**The Collector,6
10620,Shyvana**Winged Moonplate,6
10621,Akali**Randuin's Omen,6
10622,Karma**Night Harvester,6
10623,Sivir**Wit's End,6
10624,Ziggs**Aether Wisp,6
10625,Ashe**Maw of Malmortius,6
10626,Xayah**Umbral Glaive,6
10627,Fiora**Aegis of the Legion,6
10628,Sejuani**Amplifying Tome,6
10629,Gangplank**Doran's Shield,6
10630,Neeko**Liandry's Anguish,6
10631,Cassiopeia**Warden's Mail,6
10632,Xayah**Rejuvenation Bead,6
10633,Sona**Frozen Heart,6
10634,Sejuani**Zhonya's Hourglass,6
10635,Lulu**Banshee's Veil,6
10636,Sett**Serylda's Grudge,6
10637,Rakan**Aether Wisp,6
10638,Akali**Elixir of Sorcery,6
10639,Graves**Hullbreaker,6
10640,Kennen**Boots of Swiftness,6
10641,Neeko**Runaan's Hurricane,6
10642,Lucian**Kindlegem,6
10643,Nocturne**Winged Moonplate,6
10644,Yorick**Frostfire Gauntlet,6
10645,Shaco**Cull,6
10646,Illaoi**Negatron Cloak,6
10647,Graves**Needlessly Large Rod,6
10648,Vi**Winter's Approach,6
10649,Katarina**Vampiric Scepter,6
10650,Darius**Elixir of Iron,6
10651,Lucian**Rejuvenation Bead,6
10652,Leblanc**Health Potion,6
10653,Annie**Imperial Mandate,6
10654,TwistedFate**Commencing Stopwatch,6
10655,Morgana**Aether Wisp,6
10656,Bard**Needlessly Large Rod,6
10657,Kindred**Ravenous Hydra,6
10658,Sejuani**Needlessly Large Rod,6
10659,LeeSin**Zeal,6
10660,Yuumi**Liandry's Anguish,6
10661,Maokai**Gargoyle Stoneplate,6
10662,Lux**Glacial Buckler,6
10663,Sylas**Frostfire Gauntlet,6
10664,Rell**Fimbulwinter,6
10665,Kassadin**Crystalline Bracer,6
10666,Zoe**Bulwark of the Mountain,6
10667,Xerath**Doran's Shield,6
10668,Galio**Spellthief's Edge,6
10669,Jax**Mobility Boots,6
10670,Lillia**Emberknife,6
10671,Viego**Your Cut,6
10672,Nunu**Glacial Buckler,6
10673,Singed**Spirit Visage,6
10674,Jax**Glacial Buckler,6
10675,Qiyana**Ravenous Hydra,6
10676,MissFortune**Rejuvenation Bead,6
10677,TahmKench**Rejuvenation Bead,6
10678,Nidalee**Mobility Boots,6
10679,TwistedFate**Slightly Magical Footwear,6
10680,Morgana**Hextech Rocketbelt,6
10681,Janna**Cull,6
10682,Tryndamere**Black Cleaver,6
10683,Vi**Abyssal Mask,6
10684,Kindred**Anathema's Chains,6
10685,Zed**Sapphire Crystal,6
10686,Ornn**Broken Stopwatch,4
10687,Quinn**Ruby Crystal,6
10688,Blitzcrank**Shadowflame,6
10689,Riven**Rejuvenation Bead,6
10690,Ezreal**Fiendish Codex,6
10691,Trundle**Perfectly Timed Stopwatch,6
10692,Janna**Total Biscuit of Everlasting Will,6
10693,MonkeyKing**Dagger,6
10694,Kaisa**Crown of the Shattered Queen,6
10695,Shaco**Stormrazor,6
10696,Warwick**Abyssal Mask,6
10697,Sett**Cloak of Agility,6
10698,Sejuani**Rejuvenation Bead,6
10699,Soraka**Randuin's Omen,6
10700,Karthus**Emberknife,6
10701,Diana**Elixir of Sorcery,5
10702,LeeSin**Boots of Swiftness,5
10703,Irelia**Riftmaker,5
10704,Lillia**Slightly Magical Footwear,5
10705,Jinx**Death's Dance,5
10706,Morgana**Night Harvester,5
10707,Gangplank**Randuin's Omen,5
10708,Pyke**Bramble Vest,5
10709,Veigar**Perfectly Timed Stopwatch,5
10710,Rumble**Aether Wisp,5
10711,Viego**Evenshroud,5
10712,Yone**Giant's Belt,5
10713,Singed**Crystalline Bracer,5
10714,TwistedFate**Cull,5
10715,Azir**Plated Steelcaps,5
10716,Brand**Sapphire Crystal,5
10717,Sivir**Boots of Swiftness,5
10718,Rengar**Trinity Force,5
10719,Shaco**Warden's Mail,5
10720,Quinn**Serylda's Grudge,5
10721,Kalista**Kalista's Black Spear,5
10722,Nasus**Demonic Embrace,5
10723,Hecarim**Ravenous Hydra,5
10724,Aatrox**Hullbreaker,5
10725,Darius**Titanic Hydra,5
10726,Illaoi**Trinity Force,5
10727,Karma**Evenshroud,5
10728,Vi**Manamune,5
10729,Corki**Blasting Wand,5
10730,Braum**Tear of the Goddess,5
10731,Annie**Bulwark of the Mountain,5
10732,KogMaw**Fiendish Codex,5
10733,JarvanIV**Trinity Force,5
10734,JarvanIV**Berserker's Greaves,5
10735,Annie**Null-Magic Mantle,5
10736,Maokai**Void Staff,5
10737,Olaf**Tiamat,5
10738,Jax**Abyssal Mask,5
10739,Aatrox**Slightly Magical Footwear,5
10740,Morgana**Rejuvenation Bead,5
10741,Poppy**Dark Seal,5
10742,Akali**Spectre's Cowl,5
10743,KogMaw**Morellonomicon,5
10744,Corki**Blighting Jewel,5
10745,Gangplank**Eclipse,5
10746,Senna**Faerie Charm,5
10747,Thresh**Corrupting Potion,5
10748,Urgot**Locket of the Iron Solari,5
10749,Pyke**Hullbreaker,5
10750,Ahri**Boots of Swiftness,5
10751,Teemo**Sapphire Crystal,5
10752,Xayah**Stormrazor,5
10753,Olaf**Tear of the Goddess,5
10754,Seraphine**Perfectly Timed Stopwatch,5
10755,Yorick**Guardian Angel,5
10756,Sett**Lord Dominik's Regards,5
10757,Senna**Watchful Wardstone,5
10758,TahmKench**Mobility Boots,5
10759,Veigar**Runesteel Spaulders,5
10760,Ivern**Total Biscuit of Everlasting Will,5
10761,Lux**Warden's Mail,5
10762,Kayle**Tiamat,5
10763,Vex**Elixir of Sorcery,5
10764,Vi**Muramana,5
10765,Kennen**Kraken Slayer,5
10766,Neeko**Dagger,5
10767,Maokai**Hextech Alternator,5
10768,Nocturne**Bloodthirster,5
10769,Vayne**Serrated Dirk,5
10770,Nidalee**Elixir of Sorcery,5
10771,Sejuani**Divine Sunderer,5
10772,Sion**Redemption,5
10773,Akali**Ironspike Whip,5
10774,Orianna**Targon's Buckler,5
10775,Brand**Rejuvenation Bead,5
10776,LeeSin**Sheen,5
10777,Nami**Knight's Vow,5
10778,Graves**Silvermere Dawn,5
10779,Samira**Ruby Crystal,5
10780,Neeko**Demonic Embrace,5
10781,Pantheon**Hearthbound Axe,5
10782,Kayle**Silvermere Dawn,5
10783,Jinx**Blade of The Ruined King,5
10784,Corki**Maw of Malmortius,5
10785,Xayah**Hearthbound Axe,5
10786,Elise**Bulwark of the Mountain,5
10787,Elise**Liandry's Anguish,5
10788,Kalista**Cull,5
10789,Kayle**The Collector,5
10790,Bard**Cloak of Agility,5
10791,Soraka**Verdant Barrier,5
10792,Diana**Giant's Belt,5
10793,JarvanIV**Vampiric Scepter,5
10794,Zilean**Crystalline Bracer,5
10795,Samira**Slightly Magical Footwear,5
10796,Kayle**Mercurial Scimitar,5
10797,Malphite**Aether Wisp,5
10798,Vayne**Aegis of the Legion,5
10799,Blitzcrank**Sunfire Aegis,5
10800,Yuumi**Giant's Belt,5
10801,AurelionSol**Hextech Rocketbelt,5
10802,Nunu**Warmog's Armor,5
10803,Sona**Verdant Barrier,5
10804,Mordekaiser**Wit's End,5
10805,Khazix**Fimbulwinter,5
10806,Zed**Berserker's Greaves,5
10807,Nami**Force of Nature,5
10808,Rengar**Black Mist Scythe,5
10809,Braum**Faerie Charm,5
10810,Kassadin**Elixir of Sorcery,5
10811,Chogath**Wit's End,5
10812,Lillia**Hextech Rocketbelt,5
10813,Sejuani**Mejai's Soulstealer,5
10814,Skarner**Boots of Swiftness,5
10815,Maokai**Horizon Focus,5
10816,Olaf**Youmuu's Ghostblade,5
10817,Sett**Phantom Dancer,5
10818,Ekko**Serrated Dirk,5
10819,Yasuo**Zhonya's Hourglass,5
10820,Rengar**Cull,5
10821,Gnar**Sunfire Aegis,5
10822,Kaisa**Umbral Glaive,5
10823,TwistedFate**Phantom Dancer,5
10824,Bard**Horizon Focus,5
10825,Nasus**Blasting Wand,5
10826,Malphite**Mobility Boots,5
10827,Draven**Black Mist Scythe,5
10828,Darius**Tear of the Goddess,5
10829,Ivern**Zeke's Convergence,5
10830,Thresh**Sunfire Aegis,5
10831,Akshan**Black Cleaver,5
10832,Twitch**Elixir of Sorcery,5
10833,LeeSin**Shurelya's Battlesong,5
10834,Yasuo**Titanic Hydra,5
10835,Vex**Rejuvenation Bead,5
10836,Karthus**Corrupting Potion,5
10837,AurelionSol**Fimbulwinter,5
10838,Katarina**Cosmic Drive,5
10839,Malphite**Seraph's Embrace,5
10840,Camille**Gargoyle Stoneplate,5
10841,Jayce**Elixir of Wrath,5
10842,Rumble**Chain Vest,5
10843,Udyr**Youmuu's Ghostblade,5
10844,Gragas**Ornn upgraded item,2
10845,Talon**Dead Man's Plate,5
10846,Skarner**Muramana,5
10847,Gwen**Hearthbound Axe,5
10848,Twitch**Youmuu's Ghostblade,5
10849,Cassiopeia**Quicksilver Sash,5
10850,Veigar**Faerie Charm,5
10851,Heimerdinger**Slightly Magical Footwear,5
10852,Poppy**Rapid Firecannon,5
10853,Illaoi**Refillable Potion,5
10854,Olaf**Hailblade,5
10855,Blitzcrank**Hextech Rocketbelt,5
10856,Mordekaiser**Night Harvester,5
10857,Shyvana**Berserker's Greaves,5
10858,Sion**Doran's Blade,5
10859,Maokai**Watchful Wardstone,5
10860,Udyr**Executioner's Calling,5
10861,Anivia**Dead Man's Plate,5
10862,Qiyana**Dark Seal,5
10863,Lucian**Giant's Belt,5
10864,Yasuo**Black Cleaver,5
10865,Senna**Doran's Shield,5
10866,Graves**Navori Quickblades,5
10867,Sett**Ravenous Hydra,5
10868,Nidalee**Randuin's Omen,5
10869,Pyke**Phage,5
10870,Singed**Warmog's Armor,5
10871,Seraphine**Fimbulwinter,5
10872,Gangplank**Maw of Malmortius,5
10873,Warwick**Cull,5
10874,Jinx**Ruby Crystal,5
10875,Jax**Crown of the Shattered Queen,5
10876,Rumble**Mobility Boots,5
10877,Volibear**Ornn upgraded item,5
10878,Kennen**Sapphire Crystal,5
10879,Morgana**Ornn upgraded item,1
10880,Nidalee**Fimbulwinter,5
10881,Jax**Dark Seal,5
10882,Sona**Liandry's Anguish,5
10883,Irelia**Manamune,5
10884,Sion**Chain Vest,5
10885,Sion**Crystalline Bracer,5
10886,Ekko**Thornmail,5
10887,Evelynn**Mercury's Treads,5
10888,Caitlyn**Zhonya's Hourglass,5
10889,Ahri**Lich Bane,5
10890,Nasus**Fiendish Codex,5
10891,Thresh**B. F. Sword,5
10892,Illaoi**Ionian Boots of Lucidity,5
10893,Vayne**Tiamat,5
10894,Hecarim**Manamune,5
10895,Sett**Knight's Vow,5
10896,Shyvana**Chain Vest,5
10897,Zac**Chain Vest,5
10898,Singed**Seraph's Embrace,5
10899,Alistar**Chemtech Putrifier,5
10900,Akali**Frostfire Gauntlet,5
10901,FiddleSticks**Health Potion,5
10902,Shen**Mobility Boots,5
10903,XinZhao**Nashor's Tooth,5
10904,Pyke**Sterak's Gage,5
10905,Swain**Abyssal Mask,5
10906,Yasuo**The Collector,5
10907,Nasus**Broken Stopwatch,4
10908,Lucian**Mobility Boots,5
10909,Zilean**Force of Nature,5
10910,MissFortune**Lost Chapter,5
10911,Xayah**Silvermere Dawn,5
10912,Annie**Chemtech Putrifier,5
10913,LeeSin**Hailblade,5
10914,Kennen**Bulwark of the Mountain,5
10915,TwistedFate**Recurve Bow,5
10916,Poppy**Umbral Glaive,5
10917,Sylas**Locket of the Iron Solari,5
10918,Yuumi**Broken Stopwatch,5
10919,Lillia**Bramble Vest,5
10920,Yorick**Muramana,5
10921,Skarner**Rejuvenation Bead,5
10922,Lux**Evenshroud,5
10923,Kalista**Ornn upgraded item,5
10924,Akali**Mobility Boots,5
10925,MasterYi**Hullbreaker,5
10926,Soraka**Lost Chapter,5
10927,Olaf**Blade of The Ruined King,5
10928,Braum**Chain Vest,5
10929,Zilean**Winged Moonplate,5
10930,Quinn**Phage,5
10931,Talon**Essence Reaver,5
10932,Jayce**Ornn upgraded item,5
10933,TahmKench**Divine Sunderer,5
10934,Senna**Dead Man's Plate,5
10935,Gangplank**Sapphire Crystal,5
10936,Yasuo**Anathema's Chains,5
10937,Orianna**Redemption,5
10938,TwistedFate**Hearthbound Axe,5
10939,Sett**Immortal Shieldbow,5
10940,Morgana**Dagger,5
10941,Samira**Hearthbound Axe,5
10942,Syndra**Quicksilver Sash,5
10943,Zac**Sterak's Gage,5
10944,Nautilus**Slightly Magical Footwear,5
10945,Rell**Frostfire Gauntlet,5
10946,Velkoz**Aether Wisp,5
10947,Tryndamere**Sunfire Aegis,5
10948,Bard**Hextech Rocketbelt,5
10949,Viego**Stormrazor,5
10950,Sejuani**Broken Stopwatch,3
10951,Rammus**Crystalline Bracer,5
10952,Kayle**Moonstone Renewer,5
10953,Swain**Targon's Buckler,5
10954,Blitzcrank**Quicksilver Sash,5
10955,Senna**Essence Reaver,5
10956,Thresh**Chemtech Putrifier,5
10957,Viktor**Cull,5
10958,Draven**Nashor's Tooth,5
10959,Nocturne**Boots of Swiftness,5
10960,Gwen**Everfrost,5
10961,Trundle**Quicksilver Sash,5
10962,Alistar**Sorcerer's Shoes,5
10963,Yorick**Youmuu's Ghostblade,5
10964,Kayle**Ornn upgraded item,1
10965,Twitch**Randuin's Omen,5
10966,Nasus**Stopwatch,5
10967,XinZhao**Pauldrons of Whiterock,5
10968,Nunu**Zeal,5
10969,Ornn**Chain Vest,5
10970,Viego**Dead Man's Plate,5
10971,Gragas**Redemption,5
10972,Yone**Sterak's Gage,5
10973,MonkeyKing**Infinity Edge,5
10974,Jhin**Perfectly Timed Stopwatch,5
10975,Rengar**Blasting Wand,5
10976,Lux**Targon's Buckler,5
10977,Cassiopeia**Randuin's Omen,5
10978,Sivir**Cloth Armor,5
10979,Poppy**Ornn upgraded item,1
10980,Volibear**Mobility Boots,5
10981,Kalista**Frozen Heart,5
10982,Jhin**Sheen,5
10983,RekSai**Quicksilver Sash,5
10984,Vladimir**Perfectly Timed Stopwatch,5
10985,Nautilus**Watchful Wardstone,5
10986,Thresh**Rapid Firecannon,5
10987,Viego**Silvermere Dawn,5
10988,Viego**Pauldrons of Whiterock,5
10989,JarvanIV**Winter's Approach,5
10990,Tryndamere**Zhonya's Hourglass,5
10991,Yorick**Serrated Dirk,5
10992,Sona**Glacial Buckler,5
10993,Seraphine**Elixir of Sorcery,5
10994,Darius**Cloak of Agility,5
10995,Swain**Warden's Mail,5
10996,Camille**Your Cut,5
10997,Graves**Frozen Heart,5
10998,Veigar**Quicksilver Sash,5
10999,Quinn**Rapid Firecannon,5
11000,Rengar**Rejuvenation Bead,5
11001,Rell**Bandleglass Mirror,5
11002,Leona**Aether Wisp,5
11003,Skarner**Goredrinker,5
11004,Lissandra**Targon's Buckler,5
11005,Jax**Guinsoo's Rageblade,5
11006,Jayce**Dead Man's Plate,5
11007,Leona**Slightly Magical Footwear,5
11008,TahmKench**Doran's Ring,5
11009,Trundle**Dark Seal,5
11010,Hecarim**Silvermere Dawn,5
11011,Seraphine**Negatron Cloak,5
11012,Gnar**Galeforce,5
11013,Ivern**Frostfang,5
11014,XinZhao**Bloodthirster,5
11015,Shyvana**Hullbreaker,5
11016,Bard**Liandry's Anguish,5
11017,Samira**Spectre's Cowl,5
11018,Renekton**Trinity Force,5
11019,Vayne**Hullbreaker,5
11020,TahmKench**Quicksilver Sash,5
11021,Xerath**Elixir of Sorcery,5
11022,FiddleSticks**Bulwark of the Mountain,5
11023,Nidalee**Rylai's Crystal Scepter,5
11024,Morgana**Fimbulwinter,5
11025,Graves**Bramble Vest,5
11026,Thresh**Serrated Dirk,5
11027,Jinx**Warden's Mail,5
11028,Talon**Randuin's Omen,5
11029,Janna**Slightly Magical Footwear,5
11030,Kled**Boots of Swiftness,5
11031,Orianna**Mikael's Blessing,5
11032,Evelynn**Ionian Boots of Lucidity,5
11033,Soraka**Chain Vest,5
11034,Kaisa**Mejai's Soulstealer,5
11035,Aphelios**Stormrazor,5
11036,Sylas**Vigilant Wardstone,5
11037,Sylas**Frostfang,5
11038,Yone**Stormrazor,5
11039,Yorick**Negatron Cloak,5
11040,Viego**Needlessly Large Rod,5
11041,Shaco**Zeal,5
11042,Ekko**Dead Man's Plate,5
11043,Kalista**Tiamat,5
11044,Vladimir**Minion Dematerializer,5
11045,Shyvana**Death's Dance,5
11046,JarvanIV**Cloak of Agility,5
11047,Anivia**Slightly Magical Footwear,5
11048,Hecarim**Goredrinker,5
11049,Bard**Berserker's Greaves,5
11050,Lucian**Rabadon's Deathcap,5
11051,Kassadin**Night Harvester,5
11052,Illaoi**Black Mist Scythe,5
11053,Sona**Everfrost,5
11054,KogMaw**Seeker's Armguard,5
11055,Nocturne**Mortal Reminder,5
11056,Ivern**Targon's Buckler,5
11057,Kaisa**Ionian Boots of Lucidity,5
11058,Bard**Black Mist Scythe,5
11059,Zilean**Warmog's Armor,5
11060,FiddleSticks**Mercury's Treads,5
11061,Sett**Tear of the Goddess,5
11062,Leblanc**Muramana,5
11063,Qiyana**Harrowing Crescent,5
11064,Kaisa**Manamune,5
11065,Draven**Zhonya's Hourglass,5
11066,Skarner**Abyssal Mask,5
11067,Irelia**Bloodthirster,5
11068,RekSai**Gargoyle Stoneplate,5
11069,Skarner**Titanic Hydra,5
11070,Soraka**Perfectly Timed Stopwatch,5
11071,Alistar**Forbidden Idol,5
11072,Pantheon**Wit's End,5
11073,Orianna**Spectre's Cowl,5
11074,TwistedFate**Bloodthirster,5
11075,Janna**Elixir of Sorcery,5
11076,Shyvana**Guardian Angel,5
11077,Brand**Null-Magic Mantle,5
11078,Jax**Rejuvenation Bead,5
11079,Brand**Everfrost,5
11080,XinZhao**Zhonya's Hourglass,5
11081,Rengar**Needlessly Large Rod,5
11082,Taliyah**Vigilant Wardstone,5
11083,Xayah**Zhonya's Hourglass,5
11084,LeeSin**Dark Seal,5
11085,Blitzcrank**Shard of True Ice,5
11086,Vex**Perfectly Timed Stopwatch,5
11087,MasterYi**Winged Moonplate,5
11088,Taliyah**Elixir of Sorcery,5
11089,Kayn**Winter's Approach,5
11090,Yone**Faerie Charm,5
11091,JarvanIV**Chemtech Putrifier,5
11092,Qiyana**Stridebreaker,5
11093,Diana**Health Potion,5
11094,Fiora**Galeforce,5
11095,Braum**Watchful Wardstone,5
11096,Nasus**Silvermere Dawn,5
11097,Ashe**Amplifying Tome,5
11098,Skarner**Gargoyle Stoneplate,5
11099,Zed**Rejuvenation Bead,5
11100,Riven**Sheen,5
11101,Udyr**Stopwatch,5
11102,Senna**Mercurial Scimitar,5
11103,Volibear**Leeching Leer,5
11104,Vladimir**Quicksilver Sash,5
11105,Twitch**Elixir of Wrath,5
11106,Malphite**Divine Sunderer,5
11107,TwistedFate**Health Potion,5
11108,Nautilus**Spirit Visage,5
11109,Jax**Boots of Swiftness,5
11110,Pyke**Aegis of the Legion,5
11111,Varus**Seeker's Armguard,5
11112,Vex**Bulwark of the Mountain,5
11113,MissFortune**Ravenous Hydra,5
11114,Anivia**Locket of the Iron Solari,5
11115,Lux**Locket of the Iron Solari,5
11116,Malphite**Sheen,5
11117,Quinn**Hexdrinker,5
11118,Renekton**Hexdrinker,5
11119,RekSai**Titanic Hydra,5
11120,Nautilus**Steel Shoulderguards,5
11121,Talon**Spectre's Cowl,5
11122,Volibear**Faerie Charm,5
11123,Tristana**Caulfield's Warhammer,5
11124,Taric**Imperial Mandate,5
11125,Yone**Zhonya's Hourglass,5
11126,Gragas**Relic Shield,5
11127,Janna**Dagger,5
11128,Kayle**Boots of Swiftness,5
11129,Lulu**Abyssal Mask,5
11130,XinZhao**Ravenous Hydra,5
11131,Gangplank**Tiamat,5
11132,Yone**Kircheis Shard,5
11133,Amumu**Watchful Wardstone,5
11134,Shyvana**Turbo Chemtank,5
11135,Lulu**Lost Chapter,5
11136,Shyvana**Force of Nature,5
11137,Lulu**Sapphire Crystal,5
11138,Sivir**Maw of Malmortius,5
11139,FiddleSticks**Executioner's Calling,5
11140,Taric**Sapphire Crystal,5
11141,Sett**Edge of Night,5
11142,Ahri**Caulfield's Warhammer,5
11143,Camille**Glacial Buckler,5
11144,Kassadin**Berserker's Greaves,5
11145,Caitlyn**Death's Dance,5
11146,TwistedFate**Noonquiver,5
11147,Teemo**Mobility Boots,5
11148,Annie**Ornn upgraded item,1
11149,MasterYi**Spectre's Cowl,5
11150,Talon**Thornmail,5
11151,Graves**Force of Nature,5
11152,Vayne**Total Biscuit of Everlasting Will,5
11153,Morgana**Warden's Mail,5
11154,Nidalee**Hearthbound Axe,5
11155,Lux**Watchful Wardstone,5
11156,Camille**Essence Reaver,5
11157,JarvanIV**Dagger,5
11158,Janna**Dead Man's Plate,5
11159,Seraphine**Verdant Barrier,5
11160,Trundle**Mortal Reminder,5
11161,Taliyah**Health Potion,5
11162,Karma**Thornmail,5
11163,Zac**Ornn upgraded item,1
11164,Nidalee**Dead Man's Plate,5
11165,Ornn**Health Potion,5
11166,Darius**Hexdrinker,5
11167,Vex**Demonic Embrace,5
11168,Draven**Umbral Glaive,5
11169,Soraka**Frozen Heart,5
11170,Jinx**Zhonya's Hourglass,5
11171,Sylas**Evenshroud,5
11172,Veigar**Hextech Rocketbelt,5
11173,Syndra**Rejuvenation Bead,5
11174,Zac**Health Potion,5
11175,Kaisa**Edge of Night,5
11176,Ornn**Mikael's Blessing,5
11177,Sona**Guardian Angel,5
11178,Sion**Sheen,5
11179,Kennen**Kindlegem,5
11180,Thresh**Frostfire Gauntlet,5
11181,KogMaw**Stormrazor,5
11182,Diana**Sunfire Aegis,5
11183,Kayn**Emberknife,5
11184,Yone**Aegis of the Legion,5
11185,Rakan**Winter's Approach,4
11186,Shaco**Divine Sunderer,4
11187,FiddleSticks**Aether Wisp,4
11188,LeeSin**Doran's Ring,4
11189,Zac**Vigilant Wardstone,4
11190,Ahri**Kraken Slayer,4
11191,Shyvana**Frostfang,4
11192,Shaco**Winter's Approach,4
11193,Chogath**Liandry's Anguish,4
11194,Aatrox**Silvermere Dawn,4
11195,Rakan**Black Mist Scythe,4
11196,Sett**Watchful Wardstone,4
11197,MissFortune**Horizon Focus,4
11198,Ezreal**Phantom Dancer,4
11199,Vayne**Divine Sunderer,4
11200,Sion**Demonic Embrace,4
11201,Trundle**Elixir of Iron,4
11202,Nasus**Morellonomicon,4
11203,Zac**Tear of the Goddess,4
11204,Orianna**Cull,4
11205,Nami**Morellonomicon,4
11206,Bard**Sapphire Crystal,4
11207,Ekko**Elixir of Sorcery,4
11208,Yone**Recurve Bow,4
11209,Pyke**Ravenous Hydra,4
11210,KogMaw**Total Biscuit of Everlasting Will,4
11211,Nidalee**Bandleglass Mirror,4
11212,Anivia**Winter's Approach,4
11213,JarvanIV**Boots of Swiftness,4
11214,Tristana**Recurve Bow,4
11215,Trundle**Steel Shoulderguards,4
11216,Teemo**Anathema's Chains,4
11217,Zac**Watchful Wardstone,4
11218,Ivern**Plated Steelcaps,4
11219,Vayne**Elixir of Wrath,4
11220,Ashe**Giant's Belt,4
11221,Shen**Serrated Dirk,4
11222,Kalista**Muramana,4
11223,Zac**Dead Man's Plate,4
11224,Talon**Galeforce,4
11225,Soraka**Quicksilver Sash,4
11226,Ryze**Shard of True Ice,4
11227,Kassadin**Force of Nature,4
11228,Kayle**Liandry's Anguish,4
11229,Irelia**Elixir of Wrath,4
11230,Aphelios**Elixir of Wrath,4
11231,Morgana**Knight's Vow,4
11232,DrMundo**Sorcerer's Shoes,4
11233,Illaoi**Serrated Dirk,4
11234,Nasus**Guardian Angel,4
11235,Hecarim**The Collector,4
11236,Hecarim**Bami's Cinder,4
11237,Gwen**Elixir of Sorcery,4
11238,Renekton**Hearthbound Axe,4
11239,Lillia**Fimbulwinter,4
